category,text
business,minister hits out at yukos sale russia s renationalisation of its energy industry needs to be reversed  a senior government figure has warned.  economy minister german gref told the kommersant newspaper that direct state involvement in oil was  unjustified . his comments follow the sale of much of oil giant yukos to cover back taxes - a deal which effectively took most of the firm s assets into public ownership. on 28 december  another senior economic adviser called the sale  the swindle of the century . yuganskneftegaz  the unit which produced 60% of yukos  output  had been seized and sold in december for less than $10bn to a previously unknown firm called baikal.  baikal promptly passed into the hands of state-controlled firm rosneft  itself shortly to merge with state gas giant gazprom.  we used to see street hustlers do this kind of thing   andrei illarionov - then economic adviser to president vladimir putin - told a press conference.  now officials are doing it.  within days  he was stripped of most of his responsibilities.  mr gref  a well-known opponent of nationalisation in competitive parts of the market  was keen to distance himself from mr iliaronov s comments. the privatisation of companies such as yukos in the 1990s had been badly handled  he said. but he stressed that the government needed to get out of oil.  i think that rosneft and yuganskneftegaz  should it become a state-owned company  must be privatized   he said.   today our government is ineffective and state companies  as a result  are for the overwhelming part ineffective as well.  and he warned that using back taxes to deal with firms like yukos - a technique now being applied by the kremlin to several other firms - was a mistake.  if we follow that logic  we should nationalise all businesses   he said. many large russian companies  particularly in the energy sector  use complex webs of offshore companies to avoid taxes.  mr gref also poured cold water on president putin s promises of doubled economic growth within a decade. the assault on yukos  assets has been widely blamed for a slowdown in economic growth in recent months.  the task is not simply to double gdp; instead it is to use gdp to qualitatively improve people s lives   mr gref told kommersant.  we don t need simply to increase gdp  but to improve its structure.  instead of focusing on headline growth figures  russia needed to focus on better institutions  such as a more efficient - and less corrupt - court system.
tech,the gaming world in 2005 if you have finished doom 3  half life 2 and halo 2  don t worry. there s a host of gaming gems set for release in 2005.   world of warcraft   the us reception to this game from developers blizzard has been hugely enthusiastic  with the title topping its competitors in the area of life-eating  high-fantasy  massively multiplayer role-player gaming. solid  diverse  accessible and visually striking  it may well open up the genre like never before. if nothing else  it will develop a vast and loyal community. released 25 february on pc. ico 2 (working title) ico remains a benchmark for ps2 gaming  a title that took players into a uniquely atmospheric and artistic world of adventure. the (spiritual) sequel has visuals that echo those of the original  but promises to expand the ico world  with hero wanda taking on a series of giants. the other known working title is wanda and colossus. release date to be confirmed on ps2. the legend of zelda   the charismatic cel imagery has been scrapped in favour of a dark  detailed aesthetic (realism isn t quite the right word) that connects more with ocarina of time. link resumes his more teenage incarnation too  though enemies  elements and moves look familiar from the impressive trailer that has been released. horseback adventuring across a vast land is promised. release date to be confirmed on gamecube. advance wars ds the uk nintendo ds launch line-up is still to be confirmed at time of writing  but titles that exploit its two-screen and touch capacity  like warioware touched! and sega s feel the magic  are making a strong impression in other territories. personally  i can t wait for the latest advance wars  the franchise that has been the icing on the cake of nintendo handheld gaming during the past few years. release date to be confirmed on ds. s.t.a.l.k.e.r.   following in the high-spec footsteps of far cry and half-life 2  this looks like the key upcoming pc first-person shooter (with role-playing elements). the fact that it is inspired in part by andrei tarkovsky s enigmatic 1979 masterpiece stalker and set in 2012 in the disaster zone  a world of decay and mutation  makes it all the more intriguing. released 1 march on pc. metal gear solid: snake eater   more hideo kojima serious stealth  featuring action in the soviet-controlled jungle in 1964. the game see snake having to survive on his wits in the jungle  including eating wildlife. once again  expect cinematic cut scenes and polished production values. released march on ps2. dead or alive ultimate tecmo s team ninja are back with retooled and revamped versions of dead or alive 1 and 2. here s the big  big deal though - they re playable over xbox live. released 11 march on xbox. knights of the old republic ii looks set to build on the acclaimed original star wars role playing game with new characters  new force powers and a new set of moral decisions  despite a different developer. released 11 february on xbox and pc.
sport,officials respond in court row australian tennis  top official has defended the australian open courts at melbourne park after criticism of the playing surface by lleyton hewitt.  hewitt said he had had a  gutful  of trying to persuade them to make the surface faster but tennis australia s geoff pollard rejected his comments.  we did ask for it to be made faster than last year and  to my knowledge  it is faster   he said.  we spent a substantial amount of money on modifications to make it faster.  hewitt  who has not got past the fourth round at melbourne in seven attempts  had earlier said the surface was not worthy of such a prestigious tournament. but he said he would play on whatever surface he had to in order to have a chance of winning. the tournament starts on 17 january  and pollard said the surface had been speeded up since last year s tournament following complaints by several australian players. but he refused to accept that the melbourne surface may have had a bearing on hewitt s performances over the years.  lleyton s proving how versatile he is on all surfaces   he said.  it is faster than last year and that ll be faster than the one lleyton beat roger federer on in the davis cup in 2003.
sport,llewellyn plans wales retirement wales record cap holder gareth llewellyn will retire from test rugby at the end of the six nations.  the veteran lock  who is 36 at the end of february  told bbc wales scrum v that it is time for him to bring down the curtain on his 92-cap wales career. llewellyn is on a one-season deal with french club side narbonne  but said he may consider retiring from all rugby.  i don t know what i ll do next year  whether to carry on playing or make a change in my career   llewellyn said.  narbonne are really keen for me to stay on for next year  so i ve got to decide whether to stay on there or maybe go somewhere else  but ultimitely coaching is where i d like to end up.  i ve done all the coaching awards and everything you can do in that respect  so it s just hopefully getting a chance somewhere.  fellow locks robert sidoli and brent cockbain  who both scored tries in saturday s six nations win in italy  are wales coach mike ruddock s preferred starters in the second row.  with the resurgence of the dragons  ian gough and the adaptibility of lock-cum-flanker jon thomas on the bench  llewellyn has not yet made a match-day squad this six nations campaign. but the former neath and ospreys player is still targetting one last outing in the red shirt.  if i do get on the field then brilliant  although the boys are doing really well and i m very pleased for them   llewellyn added.  we ve had some really tough years in wales and the players have been through a hell of a lot.  sometimes the easiest thing would have been to throw the towel in and walk away  but a few of us dug in there and it s really nice to see some of the boys getting the rewards now.  i was going to retire at the end of the last six nations  i d even told some of the boys in the squad about it.  but mike (ruddock) asked me to carry on for another season  which i ve done  still part of the squad  still trying to help them out as much as i can.  llewellyn made his wales debut in 1989 against new zealand as a 20-year-old  having caught the selectors  eyes in the all blacks  tour match against neath. the 6ft 6in player has not looked back since  going on to break neil jenkins  wales cap record on 12 june 2004 in the 50-44 loss in argentina.   there s been lots of highs - winning the six nations in  94  beating england in  93  i ve been on some great tours and seen some fantastic countries   llewellyn said.  but i think the best thing of all for me was the time i spent with the players  i ve met some great guys in rugby and made some great friends.  it ll be a bit strange on international days having to find somewhere to watch wales play  but at least i might have time to get my golf handicap down!  llewellyn captained neath for seven seasons  while being an integral part of the neath-swansea ospreys regional side s first season. but with the ospreys building for the future  llewellyn was eventually forced to look to france for employment - digging in his heels during contract negotiations to insist he must be allowed to play for wales.
politics,ban on hunting comes into force fox hunting with dogs is now illegal in england and wales after a ban on the activity came into force overnight.  the law faces a stiff test this weekend  with the countryside alliance saying many hunts will be out in force. chief police officers spokesman nigel yeo said he expected most people would obey the law - by drag hunting or chasing foxes then shooting them. he said police would challenge the  one of two isolated hunts  which are threatening to break the law.  but simon hart of the countryside alliance has questioned how police will ensure there are no violations.  the definitions of legal and illegal hunting are so blurred that the police are being asked to make impossible judgements.  you can hunt a rat  but not a mouse  a rabbit but not a hare  an artificial scent  but not a real one   he said.  the attorney general  lord goldsmith  has so far issued no instructions to police on how they should deal with hunters who violate the law. he said he will consult the director of public prosecutions and the police  in the near future  to decide what measures to take with regards to hunting prosecutions. he has rejected a  blanket policy  of not enforcing the ban until the house of lords has considered its legality. john cooper  a barrister and chairman of the league against cruel sports  said the anti-hunting lobby expects the authorities to prosecute wherever there is clear evidence of illegal hunting practices. he said police had  acknowledged their duty to investigate allegations of hunting offences .  the beaufort hunt had one pack out on thursday and has promised a hunt this weekend. under the new law hunters have a number of legal options available to them.  as well as being able to mount a hunt for an artificial scent  it will still be legal for the hunts to  flush out  foxes  as long as they shoot their quarry rather than set the hounds on them.  we are not going away. we will keep these hounds going  we will keep this community going and in the end we will come back and hunt when hunting is legal again   hunt master  captain ian farquhar  said. but tony banks  labour mp for west ham  said the issue would soon disappear  and that  people in a few years time will be wondering what it was all about . he said had the government not prevaricated since 1997 in introducing the ban  hunting with dogs would have passed into history like other former country pursuits such as otter hunting and badger baiting.  let the election decide this because the conservatives have made clear that if they get elected into government they will restore hunting   he said.
politics,uk set to cut back on embassies nine overseas embassies and high commissions will close in an effort to save money  uk foreign secretary jack straw has announced.  the bahamas  east timor  madagascar and swaziland are among the areas affected by the biggest shake-up for the diplomatic service for years. other diplomatic posts are being turned over to local staff. mr straw said the move would save £6m a year to free up cash for priorities such as fighting terrorism.  honorary consuls will be appointed in some of the areas affected by the embassy closures. nine consulates or consulates general will also be closed  mostly in europe and america.  they include dallas in the us  bordeaux in france and oporto in portugal  with local staff replacing uk representation in another 11. the changes are due to be put in place before the end of 2006  with most savings made from cutting staff and running costs. some of the money will have to be used to fund redundancy payments. in a written statement  mr straw said:  the savings made will help to underpin higher priority work in line with the foreign and commonwealth office s strategic priorities  including counter- proliferation  counter-terrorism  energy and climate change.  some of the savings will also be redeployed to strategic priority work within certain regions where we are closing posts.  in africa  for instance  we plan to create new jobs to cover these issues across the region  with a new post in nairobi to help support our work on climate change  one in nigeria to cover energy and one in pretoria to cover regional issues more generally as well as covering maseru and mbabane.   the foreign office currently has about 6 100 uk-based staff. it has opened major new missions on baghdad and basra in iraq  kabul in afghanistan and pyongyang in north korea since 1997 in response to what the government says are changing needs. since 1997 10 overseas posts have been closed - excluding wednesday s cuts - but 18 new embassies or consulates have been opened. the shake-up is aimed at helping making £86m in efficiency savings between 2005 and 2008. the chancellor has demanded all government departments make similar savings. shadow foreign secretary michael ancram said there was a constant need to ensure value for money from foreign missions.  but the government must give a far clearer reason for making the dramatic changes it has announced and must show that british commercial interests and the interests of britons abroad will not be adversely affected   he said.
politics,tories unveil quango blitz plans plans to abolish 162 quangos have been unveiled by the conservatives as part of their effort to show how government red tape can be cut.  six government units would also be scrapped under proposals which the tories say would save more than £4.3bn. among the targets are strategic health authorities and the new fair access regulator for universities. tory frontbencher john redwood said britain needed a slimmer government and lower taxes to be competitive.  the plans would abolish regional assemblies and other regional bodies  such as boards tackling industrial development and housing. their powers would be returned to elected local councils or national government. the tories say the strategic health authorities are not needed as it is better that local people  rather than officials  run hospitals and surgeries.  announcing the plans  mr redwood said:  mr blair has forgotten the interests of taxpayers  and has broken the pledges he made.  far from improving public services  spending taxpayers  money on quangos has led only to more bureaucrats  more regulation and higher taxes.  his party leader  michael howard  argued a change in direction was needed to get a grip on spending.  labour are creating two britains: the britain of the forgotten majority and bureaucratic britain   he said.  in the real world  people are working harder just to stand still. they ve seen their pensions knocked for six.  they re being squeezed by extra taxes. the forgotten majority are paying the price of bureaucratic britain.   the government has announced plans to cut 100 000 civil servants as part of its efficiency drive. but chief secretary to the treasury paul boateng attacked the tory plans.  the conservatives are committed to cutting labour s public spending plans by a massive £35 billion   he said.  cuts on this scale cannot be found from cutting  bureaucracy  but would require massive cuts to front-line public services such as schools  hospitals and the police.  the liberal democrats have said they would cut the number of whitehall departments to make sure money reaches frontline services.
sport,wilkinson to miss ireland match england will have to take on ireland in the six nations without captain and goal-kicker jonny wilkinson  according to his newcastle boss rob andrew.  wilkinson - who had targeted the 27 february match for his international comeback - has been missed by england  not least for his goal-kicking.  jonny s not fit yet   falcons chief andrew told bbc radio five live.  he won t be fit for dublin  there s no doubt about that  but he might be fit for scotland and italy.  the 25-year-old has not played for england since the 2003 world cup final after a succession of injuries. england  who have lost three six nations games in a row  wasted a 17-6 half-time lead in their 18-17 defeat to france. goal-kickers charlie hodgson and olly barkley missed six penalty attempts and a drop-goal between them.  they ve probably got two of the best english kickers in the premiership in hodgson and barkley   added andrew  a former england fly-half and goal-kicker.   they re both pretty good kickers. charlie is a good kicker week-in  week-out.  but it s all about pressure and unfortunately england are just not handling the pressure at the moment.  andrew also blamed england s poor run of recent results on a lack of leadership in the side following several high-profile retirements and injuries.  they just didn t have that leadership that would have seen them through. martin johnson  lawrence dallaglio and jonny are obviously huge losses and leadership is so important in those situations   he said.  i think it is really difficult for jason robinson to lead the side effectively from full-back.  meanwhile  former england full-back dusty hare put england s mistakes down to a lack of mental toughness.   jonny wilkinson has proved himself a cool customer with around an 80% kicking success rate   hare told bbc radio five live.  but natural-born toughness comes into it as well as all the practice you do.  you have to be able to shut out all the outside elements and concentrate on putting the ball between the posts.  hodgson  who has an excellent kicking record with club side sale sharks  has introduced crowd noise into his practice routine of late.  the top golfers don t hit the fairway every time  and it is the same with goal-kicking   hare added.  you need that mental toughness as well to put the ball over  but great goal-kickers like jonny wilkinson come along very rarely.
sport,hodgson shoulders england blame fly-half charlie hodgson admitted his wayward kicking played a big part in england s 18-17 defeat to france.  hodgson failed to convert three penalties and also missed a relatively easy drop goal attempt which would have given england a late win.  i m very disappointed with the result and with my myself   hodgson said.  it is very hard to take but it s something i will have to get through and come back stronger. my training s been good but it just didn t happen.  hodgson revealed that olly barkley had taken three penalties because they were  out of my range  but the centre could not convert his opportunities either  particularly the drop goal late on.  it wasn t a good strike   he added.  i felt as soon as it hit my boot it had missed. it s very disappointing  but i must recover.  andy robinson said he would  keep working on the kicking  with his squad. however  the england coach added that he would take some positives from the defeat.   we went out to play and played some very good rugby and what have france done   he said.  they won the game from kicking penalties from our 10m line.  it s very frustrating. the lads showed a lot of ambition in the first half  they went out to sustain it in the second but couldn t build on it.  we took the ball into contact  and you know when you do that it is a lottery whether the referee is going to give the penalty to your side or the other side.  we have lost a game we should have won. there is a fine line between winning and losing  and for the second week we ve been on the wrong side of that line and it hurts.   england went in at half-time with a 17-6 lead but they failed to score in the second half and dimitri yachvili slotted over four penalties as france overhauled the deficit. england skipper jason robinson admitted his side failed to cope with france s improved second-half display.   we controlled the game in the first half but we knew that they would come out and try everything after half-time   he said.  we made a lot of mistakes in the second half and they punished us. they took their chances when they came.  it s very disappointing. last week we lost by two points  now one point.
politics,tories opposing 24-hour drinking the tories say plans to extend pub opening times should be put on hold until binge drinking is under control  despite backing a law change last year.  spokesman david davis said ministers had failed to make his party aware of concern among senior police that plans would cause more anti-social behaviour. notts police chief steve green said innocent people would suffer. but culture secretary tessa jowell said a delay would be  disastrous  and she accused the tories of opportunism. the government would go ahead with the changes which would give police more power to tackle excessive drinking  she added. earlier chief constable green questioned how his officers would be able to practically apply powers allowing them to shut down problem premises.  if you look at the market square in nottingham  if a fight takes place which licensed premises do you go and lay the responsibilty at the door of   he asked on bbc radio 4 s world at one programme.  he warned that if drinking establishments were allowed to open until three or four in the morning the police would have to take officers off day shifts in order to do their job effectively at night. earlier this year the royal college of physicians said it opposed the plan to extend drinking hours when there was already an  epidemic  of binge drinking. minister richard caborn said the government was tackling the causes and the symptoms of the problem by allowing more powers to close down problem premises. it is hoped that allowing pubs and clubs to stay open longer will stagger closing times and end the current situation where drinkers spill on to the streets all at once. earlier tony blair defended the plans against criticism from one of his own backbenchers.   my view of this is very clear: we should have the same flexibility that other countries have and then we should come down really hard on those who abuse that freedom and don t show the responsibility   he told mps.  the law-abiding majority who want the ability  after going to the cinema or theatre say  to have a drink at the time they want should not be inconvenienced  we shouldn t have to have restrictions that no other city in europe has  just in order to do something for that tiny minority who abuse alcohol  who go out and fight and cause disturbances.  to take away that ability for all the population - even the vast majority who are law abiding - is not  in my view  sensible.  this week a judge claimed easy access to drink was breeding  urban savages  and turning town centres into no go areas. judge charles harris qc made his remarks as he sentenced three men for assaults carried out while drunk and high on drugs after a night out.
politics,faith schools citizenship warning schools must improve the quality of citizenship lessons - or social cohesion and democracy will suffer  says the education watchdog.  independent faith schools were singled out by ofsted chief  david bell  for not doing enough to promote the  wider tenets of british society . mr bell said muslim  jewish and evangelical christian schools must be  intolerant of intolerance . diversity  certainly must not mean segregated or separate   he said. mr bell s speech called for a much greater effort in all types of schools to teach citizenship - with an accompanying survey showing that young people knew little about politics and had no enthusiasm to find out more.  badly-taught citizenship lessons have previously been criticised by mr bell  and in a speech to the hansard society  he warned that it was failing to pass on an understanding of democracy  public service and shared values. he highlighted his particular concern for citizenship in the growing number of independent faith schools - which he said included about 100 muslim  100 evangelical christian and 50 jewish schools.  mr bell expressed concern about schools which did not teach children enough about a  common heritage  and needed to do more to promote principles of mutual tolerance and social inclusion.  i worry that many young people are being educated in faith-based schools  with little appreciation of their wider responsibilities and obligations to british society   said mr bell. the ofsted chief said his forthcoming annual report would make particular reference to muslim schools.  many must adapt their curriculum to ensure that it provides pupils with a broad general knowledge of public institutions and services in england and helps them to acquire an appreciation of and respect for other cultures in a way that promotes tolerance and harmony.  mr bell said such questions of religion and cultural identity were  tricky issues . but he argued that  we must not allow our recognition of diversity to become apathy in the face of any challenge to our coherence as a nation .  i would go further and say that an awareness of our common heritage as british citizens  equal under the law  should enable us to assert with confidence that we are intolerant of intolerance  illiberalism and attitudes and values that demean the place of certain sections of our community  be they women or people living in non-traditional relationships   said mr bell.
tech,us peer-to-peer pirates convicted the first convictions for piracy over peer-to-peer networks have been handed down in the us.  new yorker william trowbridge and texan michael chicoine have pleaded guilty to charges that they infringed copyright by illegally sharing music  movies and software. the two men faced charges following raids in august on suspected pirates by the fbi. the pair face jail terms of up to five years and a $250 000 (£130 000) fine.  in a statement the us department of justice said the two men operated the central hubs in a piracy community organised across the direct connect peer-to-peer network. the piracy group called itself the underground network and membership of it demanded that users share between one and 100 gigabytes of files. direct connect allows users to set themselves up as central servers that act as co-ordinating spots for sharers. users would swap files  such as films and music  by exchanging data over the network. during its investigation fbi agents reportedly downloaded 84 movies  40 software programs  13 games and 178  sound recordings  from the five hubs that made up the larger piracy group. the raids were organised under the umbrella of operation digital gridlock which was aimed at fighting  criminal copyright theft on peer-to-peer networks . in total  six raids were carried out in august. five were on the homes of suspected copyright thieves and one on a net service firm. the department of justice said that both men pleaded guilty to one count of conspiracy to commit felony copyright infringement. they also pleaded guilty to acting for commercial advantage. the two men are due to be sentenced on 29 april.
business,parmalat bank barred from suing bank of america has been banned from suing parmalat  the food group which went bust in 2003 after an accounting scandal.  the bank - along with investors  auditors and the group s managers - wants damages for being a victim of fraud at the hands of the italian firm. but a judge has barred bank of america and two auditors from the case. the bank  and italaudit - formerly the italian arm of auditor grant thornton - face lawsuits and possible prosecution. a second auditor  deloitte & touche  has also been banned from the case. grant thornton - now rid of the italian unit at the centre of the case - is still being permitted to sue  as are consob  italy s stock market regulator  hundreds of small investors and parmalat s new managers. parmalat collapsed in december 2003 after it emerged that the 4bn euros ($5.2bn; £2.8bn) it supposedly held in a bank of american offshore account did not in fact exist.
sport,mourinho plots impressive course chelsea s win at fulham - confirming their position at the premiership summit - proves that they now have everything in place to mount serious challenges on all fronts this season.  they have got strength in depth  great players  an outstanding manager in jose mourinho and finances no other club in the world can match. all they need to add now is the big prizes which  as we all know  is the most difficult part of all. one thing is certain - they have put themselves in a position to make that leap to success very impressively indeed. they beat a very tough everton at stamford bridge  won at newcastle in the carling cup  and then won 4-1 at fulham  which was a great result given that they had been showing good form. as i said  winning the major honours is the hardest task of all  but in mourinho they have a manager who will make it a whole lot easier to handle the anticipation and expectation that will come their way now. mourinho has won the biggest club prize of all  the champions league  and that track record and confidence transmits itself to top players. it is a priceless commodity. no-one can be anything other than highly-impressed by mourinho. he is regarded as a touch arrogant by some people  and maybe he can appear that way  but he has the silverware to back up the talk. mourinho doesn t simply talk a good game - he s won some very big games such as the champions league final with porto. some may criticise his talk  but the words are backed up with actions. i ve also found him to be very realistic whenever i ve heard him. he s spent a lot of money and it seems to be working  and we should remember lots of managers have spent money and it has not worked. the buys are now integrating  and in arjen robben he has the player who is giving them that extra dimension.  in the early games he was slaughtered for defensive tactics  and yet he was winning games. you cannot win titles early on in the season  but you can certainly lose them and those points on the board were vital. i also thought the criticism was very harsh  because even though they were not scoring goals they were creating chances by the hatful. now they are taking those chances  have the double threat of robben and damien duff  and things are looking good. i just wonder if they lack a predator  particularly with didier drogba injured. he was starting to look the part before he was sidelined  but you have to feel if chelsea had a ruud van nistelrooy they would be even more of a safe bet for the title. chelsea also have all the tools to go far in the champions league. i felt they would never have a better chance than last season  but they have swept all before them in europe so far this season. it will now be very interesting to see how mourinho prioritises things  but his life will be made easier by the size of chelsea s squad. i have said i believed chelsea would win the league this season  even when arsenal were flying at the start  and i have seen nothing to make me change me mind.  if anything  what i have seen has confirmed my early impressions. and chelsea would have taken encouragement from arsenal s rocky defensive display at spurs  even though they ran out 5-4 winners. mourinho had his say on that game  complaining:  five-four is a hockey score  not a football score.  in a three-against-three training match  if the score reaches 5-4 i send the players back to the dressing rooms as they are not defending properly.  so to get a result like that in a game of 11 against 11 is disgraceful.   on a more serious note  it was a game that merely confirmed the importance of sol campbell to arsenal. much criticism has been aimed at pascal cygan  but i believe the problem lies with the absence of campbell and its overall effect on arsenal s defence. confidence is a crucial factor in defending. when you start conceding goals  you suddenly get a chill in the bones every time the ball comes into the penalty area. you think  oh no  - then find your worst fears confirmed. arsenal need to reverse the process  with or without campbell  and get some clean sheets on the board. but the return of campbell is key. he solidifies the unit  has pace and is powerful in the air and on the deck. he is vastly experienced and has a calming influence on all around him. campbell pulls it all together at the back and gets the defence playing as a unit. chelsea have no such problems at present  which is why i would still place my money on them to edge out arsenal as champions this season.
sport,cole refuses to blame van persie ashley cole has refused to blame robin van persie for leaving arsenal with no fully-fit strikers for the fa cup fifth round replay at sheffield united.  van persie is suspended alongside dennis bergkamp and jose antonio reyes after being sent off at southampton when arsenal had a numerical advantage. thierry henry is ruled out with an achilles tendon injury but cole said:  no-one is putting the blame on robin.  it s just something that happens on the spur of the moment.  cole added:  i ve done it before and i hope they didn t blame me for anything.  of course he ll learn. i ve been sent off a couple of times now and it s just one of those things when you go a bit crazy for one or two seconds. freddie ljungberg is likely to be used in an emergency striking role and will be partnered by either arturo lupoli  quincy owusu-abeyie or jeremie aliadiere. gunners boss arsene wenger said:  freddie is an option but we need a second striker.  i have to decide whether it will be aliadiere  quincy or lupoli who will start with him up front. those three will be involved.  arsenal are also without winger robert pires  who sustained an ankle injury at st mary s. wenger added:  it doesn t look like anything is fractured  but it is a good ankle sprain.  it does not look like pires will be ready for two to three weeks.
sport,brentford v southampton griffin park  tuesday  1 march  1945 gmt  barry knight (kent)  home to manchester united in the quarter-finals  midfielder andrew frampton and striker deon burton are both slight doubts with hamstring injuries  but should be fit saints are missing their entire first-choice midfield of jamie redknapp  graeme le saux  nigel quashie and david prutton. anders svensson and matt oakley are likely replacements with kevin phillips also scheduled to start  with henri camara rested.  - brentford boss martin allen:  after conceding eight goals in our last three matches  i have to admit i m not very confident.  there s no doubt we re the underdogs and after defending so poorly recently it s not looking good.  southampton have just drawn with the premiership champions and that makes our task harder than it was already.    - southampton boss harry redknapp:  we know they can give us problems.  brentford have done well but we are the premiership side and should have the better players.  staying in the premiership is our priority. we want to win  of course we do. we ll battle but if it comes to a football match i think we ll win.  key match stats   - brentford are the lowest ranked club left in the fa cup. they re on their best run in the competition since reaching the quarter-finals for the fourth time in their history 16 years ago. now they have the carrot of the plum draw in the last eight dangling before them. victory over premiership strugglers southampton  would bring the mighty manchester united to griffin park and a gigantic pay day for the sole league one survivors.   - martin allen s brave side came back from two goals down at st mary s to earn a deserved replay. southampton striker henri camara scored twice from close range to put the saints in command  but isaiah rankin hit back just before half time  and sam sodje headed past a creaky defence on 58 minutes.   - the londoners have conceded six goals in their two subsequent league outings - three each in losing away to hartlepool and drawing at home to sheffield wednesday. but they haven t lost in six league and cup games on home turf - winning three and drawing three since the reverse to torquay on boxing day.   - southampton go into this tie on the back of an eventful premiership match with arsenal on saturday. an angry david prutton pushed referee alan wiley after being shown the red card  but his side still came back to draw 1-1. it was saints  fourth stalemate in succession in all competitions  but didn t lift them out of the relegation zone. the retention of their ever present premier league status must be the number one priority  irrespective of the rewards that success against brentford would bring.   - victory here would set up a repeat of the 1976 final  when saints astounded the football world by defeating tommy docherty s manchester united courtesy of bobby stokes  famous winner. they also knocked out the red devils in 1991 on penalties in the fourth round. but to write another chapter in their fa cup history  the solent side must avoid succumbing to lower division opposition for the first time since rotherham  from the second level  beat them 2-1 in a third round tie at millmoor on 16 january 2002. southampton were last humbled by a club from the third tier six years ago. fulham were then in the second division  when they won a third round replay at craven cottage 1-0 on 13 january 1999.   - to get to within two matches of a second visit to the millennium stadium in three years for the final  harry redknapp must guide his side past a club 36 places inferior on the league ladder  and a manager 19 years his junior  who played under him at west ham. head to head  10th league one  quarter-finals (four times)  18th prem  winners (once)
sport,clijsters set for february return tennis star kim clijsters will make her return from a career-threatening injury at the antwerp wta event in february.   kim had considered returning to action in paris on 7 february   a statement on her website said.  she s decided against this so that she does not risk the final phase of her recovery. if all goes well  kim will make her return on february 15.  the 21-year-old has not played since last october after aggravating a wrist injury at the belgian open. back then  a doctor treating the belgian feared that her career may be over  with the player having already endured an operation earlier in the season to cure her wrist problem.  i hope she comes back  but i m pessimistic   said bruno willems. clijsters was also due to marry fellow tennis star lleyton hewitt in february but the pair split  for private reasons  back in october.
business,cannabis hopes for drug firm a prescription cannabis drug made by uk biotech firm gw pharmaceuticals is set to be approved in canada.  the drug is used to treat the central nervous system and alleviate the symptoms of multiple sclerosis (ms). a few weeks ago  shares in gw pharma lost a third of their value after uk regulators said they wanted more evidence about the drug s benefits. but now canadian authorities have said the sativex drug will be considered for approval.  approximately 50 000 people in canada have been diagnosed with ms and 85 000 people are suffering from the condition in the uk. many patients already smoke cannabis to relieve their symptoms.  now  gw pharma s sativex mouth spray could be legally available to ms sufferers in canada within the next few months. this will be the first time a cannabis-based drug has been approved anywhere in the world  representing a landmark for gw pharma and for patients with ms. final approval in canada should now be little more than a formality  analysts said  and the company expects full approval for sativex early in 2005.  we are delighted to receive this qualifying notice from health canada and look forward to receiving regulatory approval for sativex in canada in the early part of 2005   said gw pharma executive chairman dr geoffrey guy.  the uk government granted gw pharma a licence to grow the cannabis plant for medical research purposes. satifex consists of a cannabis extract containing tetrahydrocannabinol and cannabidiol  a cocktail that has also proved effective in treating patients with arthritis. thousands of plants are grown at a secret location somewhere in the english countryside. despite hopes of regulatory approval last year  a series of delays has put back sativex s launch in the uk. the latest news sent shares in gw pharma up 8.5p  or 8.1%  to 113.5p.
sport,mcleish ready for criticism rangers manager alex mcleish accepts he is going to be criticised after their disastrous uefa cup exit at the hands of auxerre at ibrox on wednesday.  mcleish told bbc radio five live:  we were in pole position to get through to the next stage but we blew it  we absolutely blew it.  there s no use burying your head in the sand  we know we are going to get a lot of criticism.  we have to take it as we have done in the past and we must now bounce back.  mcleish admitted his team s defending was amateurish after watching them lose 2-0 to guy roux s french side.   i m very disappointed because we didn t give ourselves a chance  losing the first goal from our own corner. it was amateur   he added.  the early goal in the second half gave us a mountain to climb and we never created the same kind of chances as we did in the first half.  it s difficult to take positives from the game. we ve let the fans down.
